case_name,url
"Fishing boat Daemyung Lake, Fishing Path first, Chang -Ho crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=79005&fileSn=1
Fishing boat Haesungho overthrow case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=79004&fileSn=1
Fishing Fishery Champion Ho Ho Pier Facility Incident Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=79001&fileSn=1
Fishing ship Sin Kyung -ho Sailor injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78997&fileSn=1
Cafe Line Gold Café Fire Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78993&fileSn=1
Fishing boat gardens sailor injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78990&fileSn=1
Fishing Path 77 Tae Kwang -ho Sailor injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78987&fileSn=1
"Two crashes in the case of Yein Line K-1, Hyundai Mipo 8001, and Haeyoung 3",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78986&fileSn=1
Fishing Path 77 Colonel Castle Sailor Death Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78981&fileSn=1
Liquid Chemical Hakhak Mountain Red Transport Line Yeosu Chemiho Explosion Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78980&fileSn=1
Fishing Path 201 First Ho Sailor injury case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78977&fileSn=1
Fishing boat Seong Hyun -ho's death case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78974&fileSn=1
Tanker Triton Lake and Fish Line Golden Lake Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78970&fileSn=1
Yeo -sun 1 Hwayangho Sailor injury case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78968&fileSn=1
"Fishing boat Changgil Ho, Fish Line Ocean Lake Case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78965&fileSn=1
Fishing boat Haesungho stranded case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100818&fileSn=1
Yeinseon Moaho's Fishin Buddhist Sun 12001 sinking case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78959&fileSn=1
Ocean fishing boat rim discoverer sinking case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78955&fileSn=1
Fishing boat 8 Tae Kyung -ho Sailor injury case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78952&fileSn=1
Injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78950&fileSn=1
"Gangnamho, fishing fishing boat, chronic lake crash in fishing boats",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78945&fileSn=1
"Fishing Path 887 Eo Jin -ho, Fish Pail 907 Namyangho Crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78944&fileSn=1
"Fishing boat 3, Cheongnamho sailor injury case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78941&fileSn=1
Fishing boat Eun Jin -ho stranded case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78936&fileSn=1
Fishing boat Daewon Lake stranded case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78933&fileSn=1
Fishing boat Golden Lake Sailor injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78932&fileSn=1
Fishing boat Deokjinho Insolary Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78929&fileSn=1
A fishing boat Hanaho sailor injury case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78926&fileSn=1
"85 fishing boats, fishing boats New Victory crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78921&fileSn=1
Passenger Ship Shin Wijin Xiang Fire Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78918&fileSn=1
Fishing ship Myeong Il -ho,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78916&fileSn=1
Fishing Path 66 Poongseong Lake Overhang Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78912&fileSn=1
Fishing Path 2003 Shin Sung -ho Sailor injury case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78909&fileSn=1
"Tanker Wyen Ocean, the 7th year of the Tanker Wyen Ocean",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78907&fileSn=1
"Fishery Pay 305, Gyeongseonho, Petroleum Petroleum Ship Stole Voyager Conflict Case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78905&fileSn=1
Fishing line Blue Shark's stranding case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78900&fileSn=1
"Fishing Path 111 Shin Gun -ho, Fishing Port Ha Dong -ho Conflict Case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78898&fileSn=1
"Dongjinho, a fishing boat, 2007 Daesungho crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78894&fileSn=1
Fishing line Apolo Lake Stranding Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78891&fileSn=1
"Dongseongho fishing boat, fishing boats",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78888&fileSn=1
"Fishing boat Jong Jin -ho, fishing boat 206 Changshinho crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78886&fileSn=1
Cement Transportation Line Sampyo 38 Marine Pollution Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78882&fileSn=1
"Fishing, New Pack Milliho, Fishing Line rock island crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78881&fileSn=1
Passenger Ship New Goal Bridge 7 Fire Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78878&fileSn=1
Fishing boat electronics sailor injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78875&fileSn=1
Fishing ship Southeast 2 Sailor's death disappearance,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=78870&fileSn=1
Incident in the optical lane stella banner,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100284&fileSn=1
"Fishing Path 903 Blue Dragon Lake, Fishing Port 2010 Dae Seung -ho Conflict Case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100270&fileSn=1
Fishing boat 5 Hae Chang -ho stranded case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100225&fileSn=1
"Fishing boat Seong Kwang -ho, a fishing boat Chungnamho crash case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100323&fileSn=1
"Fishing boat 300, Binho, fishing boat camellia crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100293&fileSn=1
Fishing Path 365 Cheongsinho Fire Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100472&fileSn=1
"Fishing Pay 708 Woori Lake, fishing boat 909 Min Sung -ho crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100593&fileSn=1
203 Fishing Pay 203 Won Chang -ho Fishing Box 3rd Gwanglim Lake Crash Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100555&fileSn=1
Petroleum product carrier fibitty Neptune,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100341&fileSn=1
Container Ship Milan Bridge Busan New Port Crane Contact Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100311&fileSn=1
Fishing Path 7 Daesungho Sailor Death Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100234&fileSn=1
"Fishing Master 1, Motorboat Cheonghae Lake Crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100276&fileSn=1
Stranded incident due to motorboat lounge floating,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100487&fileSn=1
Fishing Path 306 Min Geum -ho Sailor's death,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100457&fileSn=1
Fishing ship Kunyangho Sailor's death,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100379&fileSn=1
"Water Ship Daemyung No. 11, Fishing Box Daejinho Conflict Case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100427&fileSn=1
Other Sunflower Tourists' injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100388&fileSn=1
Fishing boat Gwang Young -ho stranded case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100523&fileSn=1
"Soo Hyun -ho, a fishing vessel, 306 Hanil -ho crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100502&fileSn=1
Passenger Ship Sistar 11 Others (Room Window Damage) Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100484&fileSn=1
Fishing ship CNEN PDE,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100415&fileSn=1
Fishing boat Youngshinho Motorboat Sea Travel Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100394&fileSn=1
Fishing boat Geumgang No. 7 Sailor's death,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100391&fileSn=1
Container Ship Star Express Dock Facility Incident Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100367&fileSn=1
Petroleum product transportation line Bokwang Topaz marine pollution case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100364&fileSn=1
"Central Haeshim 2022-003 (fishing boat 25th Seongho, frozen carrier Subaru crash) _ Public for public",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81909&fileSn=1
Central Haeshim No. 2022-001 (Fishing Line Geumseong Phishing Lake.,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81903&fileSn=1
Hwaseong Lake fishing boat New Wave crash case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81900&fileSn=1
Passenger Ship Harmony Flower Sailor injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81897&fileSn=1
Petroleum product carrier third male fishing boat Daewangho crash,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81896&fileSn=1
Chemical Transportation Line or Vig 8 Sky Wharf Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67417&fileSn=1
Fishing boat Stella Hog Fish ship Dongseongho crash,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81890&fileSn=1
50555 Fishery Sailor's death case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91624&fileSn=1
Dedisite G-13 stranding case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=71040&fileSn=1
Sailing Yacht Navada Ho Fishing Pass Suseongho Crash Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81881&fileSn=1
"Laonho, fishing boat, fishing boat ocean 1 crash case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81876&fileSn=1
Liquid Chemical Hakjaksan Red Line Golden Bridge Hana Sailor Death Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81875&fileSn=1
"Fishing ship phishing marine, motorboat Ireho crash case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81857&fileSn=1
Sandal cargo ship Starex,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81854&fileSn=1
Tanker Dong -A Themis Pier contact case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81870&fileSn=1
Frozen Refrigerated Lake Aurora Lake. Frozen Refrigerator Basilipolesch Collision Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81869&fileSn=1
"Yein Line 29 Cho Yang -ho's Puisine Haegwang No. 5005, General Cargo Team Team Guard (TIMGAD) Incident",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81865&fileSn=1
Fishing Path 607 Gwangyang Lake.,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81862&fileSn=1
"Fishing boats Dongjojo, fishing boat Myungji Lake Crash Incident",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81859&fileSn=1
Fishing Path 211 Eun Jin -ho.,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101435&fileSn=1
Petroleum product carrier Hanyu Dream Lake and Petroleum Products Tasco Amarit Crash Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81846&fileSn=1
"Bandic cargo ship, Frontier, fishing boat Duksungho crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81845&fileSn=1
Yein -sun Jaeyoung No. 77 Buddhist Buddhist Line No. 13 Oryukdo Breakwater Lantern Underground Cable Damage Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81840&fileSn=1
Expatcheo Port Qualifier 301 New Port Manho Sashing Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81837&fileSn=1
Fishery Leading Map Control Line Mugunghwa No. 11 Stranded Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81836&fileSn=1
Cafe Passenger Ship Hallim Ferry No. 9.,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=81833&fileSn=1
Fishery Path 11 East -Intercase Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100177&fileSn=1
Fishing Path 21 Gil Sung -ho's stranding case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100222&fileSn=1
"Fishing ship, Chan -gu Fishing Lake Stranding Incident",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100180&fileSn=1
Fishery Fishing Orange Lake Fishery Father Posei Donho Conflict,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100168&fileSn=1
Fishing boat Ji Young -ho stranded case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100345&fileSn=1
"Submarine ship, car carrier Hogl London crash case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100299&fileSn=1
Fishing Path 72 Hae Young -ho Sailor's death,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100273&fileSn=1
13 oceans and fishing boats 207 Yoon Kyung -ho crash,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100264&fileSn=1
Fishing Fishing Ginstar Stranding Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100261&fileSn=1
"Fishing boat Eun Sung -ho, fishing boat Lee Hwa -ho crash",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100249&fileSn=1
Fishing vessel Seongjinho Men's Men's Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100591&fileSn=1
Fishing boat Daebokho Fishing Path Ajinho Conflict Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100549&fileSn=1
"Fishing Path 902 Geumseongho, General Cargo Sunshin Crash Incident",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100508&fileSn=1
Fishing Path 101 Bu Chang -ho Sailor's death,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100505&fileSn=1
Essptical Port Line Daebong Fire Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100424&fileSn=1
"Fishing boat 108 Yeon Chang -ho, a motorboat yaho conflict case",https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100421&fileSn=1
Container ship Qingdao Trader Wharf Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100385&fileSn=1
Fishing boat Eun Sung -ho Sailor's Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100373&fileSn=1
Fishing boat global fishing boat marine lake crash,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100551&fileSn=1
Yin -sun Woo Sung -ho's Pulsin Buddhist Line Yoan Lake Overcome Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100547&fileSn=1
General Cargo Ship Zenith Royal Lake Sailor Death Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100376&fileSn=1
Fishing boat 809 Joo Young -ho Sailor injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100228&fileSn=1
The death of sailor in the ocean fishing ship Sajo Family,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100354&fileSn=1
Fishing Path 219 Shin Heung -ho Sailor injuries,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91818&fileSn=1
Fishing boat 2020 Ahn Sung -ho's stranding case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91813&fileSn=1
Yein Line Seo Jin -ho's Pushion Line Gwangjin 6001 Uldolmok Bird Development Base contact case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91810&fileSn=1
Cafe Passenger Ship Island Love No. 6 Damage Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91809&fileSn=1
Cafe Line Passenger Island Love No. 6 stranded case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91804&fileSn=1
Doosu Yeosu Gyeongdo Golf & Resort Promotion Incident Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91803&fileSn=1
Cafe Passenger Silver Cloud Fire Incident,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91800&fileSn=1
Fishing boat Hae Geumho Missing Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91797&fileSn=1
Fishing boat Deokmyeongho stranded case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91792&fileSn=1
Fishing vessel is a stranding case of No. 77,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91790&fileSn=1
Cargo and Café Line Sejub Protity & Other Line Harrin Marine No. 2,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91783&fileSn=1
Cafe Passenger Ship Island Nonghyup Express Ferry Institution Damage Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91782&fileSn=1
Café Ri Passenger Ship Bi Geum Island and Fishing Boat Youngjun 2,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91777&fileSn=1
Fishing Monster Monster & Fishing Boat Jung Unho Control Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91775&fileSn=1
Cafe Passenger Ship Ocean Vista,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91771&fileSn=1
Fishing boat light lake stranded case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91768&fileSn=1
Petroleum product transport ship ASAN,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91765&fileSn=1
Six fire cases including fishing boat Hyosungho,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91763&fileSn=1
Fishing Path 103 Cheonghae Lake & Fishing Fish New Phoenix Lake Case,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91760&fileSn=1
Passenger death in the first Dongyang Lake,https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91756&fileSn=1
